# BUSCO version is: 5.8.2 
# The lineage dataset is: archaea_odb12 (Creation date: 2025-05-14, number of genomes: 157, number of BUSCOs: 195)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
314at2157	Missing
1798at2157	Missing
1912at2157	Missing
4116at2157	Missing
4696at2157	Missing
5615at2157	Missing
5619at2157	Missing
5670at2157	Missing
5718at2157	Missing
5866at2157	Missing
5877at2157	Missing
5935at2157	Missing
5987at2157	Missing
6075at2157	Missing
6113at2157	Missing
6121at2157	Missing
6244at2157	Missing
6290at2157	Missing
6295at2157	Missing
6379at2157	Missing
6533at2157	Missing
6575at2157	Missing
6605at2157	Missing
6874at2157	Missing
7000at2157	Missing
7144at2157	Missing
7146at2157	Missing
7259at2157	Missing
7316at2157	Missing
7375at2157	Missing
7378at2157	Missing
7506at2157	Missing
7529at2157	Missing
7620at2157	Missing
7668at2157	Missing
7751at2157	Missing
7792at2157	Missing
7793at2157	Missing
7798at2157	Missing
7870at2157	Missing
7902at2157	Missing
7912at2157	Missing
7927at2157	Missing
8183at2157	Missing
8293at2157	Missing
8389at2157	Missing
8479at2157	Missing
8493at2157	Missing
8643at2157	Missing
8644at2157	Missing
8656at2157	Missing
8658at2157	Missing
8659at2157	Missing
8680at2157	Missing
8831at2157	Missing
8842at2157	Missing
8904at2157	Missing
9089at2157	Complete	contig_75_pilon	2257147	2255534	-	143.4	158
9126at2157	Missing
9418at2157	Missing
9465at2157	Missing
9473at2157	Missing
9593at2157	Missing
9863at2157	Fragmented	contig_120_pilon	839199	840155	+	136.6	210
9883at2157	Missing
9887at2157	Missing
10058at2157	Missing
10073at2157	Missing
10127at2157	Missing
10348at2157	Missing
10382at2157	Missing
10429at2157	Missing
10470at2157	Missing
10536at2157	Missing
10567at2157	Missing
10698at2157	Missing
10737at2157	Missing
10899at2157	Missing
10943at2157	Missing
10981at2157	Missing
11138at2157	Missing
11309at2157	Missing
11624at2157	Missing
11877at2157	Missing
12054at2157	Missing
14397at2157	Missing
15051at2157	Missing
15212at2157	Missing
15328at2157	Missing
15447at2157	Missing
17644at2157	Missing
19001at2157	Missing
19013at2157	Missing
23569at2157	Missing
23689at2157	Missing
24205at2157	Missing
24971at2157	Missing
25735at2157	Missing
25810at2157	Missing
27149at2157	Missing
27533at2157	Missing
27944at2157	Missing
27972at2157	Missing
30537at2157	Missing
30538at2157	Missing
30559at2157	Missing
30639at2157	Missing
30658at2157	Missing
30823at2157	Missing
30930at2157	Missing
30955at2157	Missing
30957at2157	Missing
31129at2157	Missing
31271at2157	Missing
31300at2157	Missing
31424at2157	Missing
32941at2157	Missing
33049at2157	Missing
33250at2157	Missing
33582at2157	Missing
33866at2157	Missing
34207at2157	Missing
35104at2157	Missing
35866at2157	Missing
35908at2157	Missing
36608at2157	Missing
38155at2157	Missing
38238at2157	Missing
39019at2157	Missing
39139at2157	Missing
39189at2157	Missing
39992at2157	Missing
43788at2157	Missing
44091at2157	Missing
45138at2157	Missing
45154at2157	Missing
45195at2157	Missing
45346at2157	Missing
45383at2157	Missing
45909at2157	Missing
46081at2157	Missing
52456at2157	Missing
52479at2157	Missing
52677at2157	Missing
52769at2157	Missing
52849at2157	Missing
53273at2157	Missing
55506at2157	Missing
56356at2157	Missing
60264at2157	Missing
65493at2157	Missing
65887at2157	Missing
84504at2157	Missing
84643at2157	Missing
84794at2157	Missing
84933at2157	Missing
85118at2157	Missing
85381at2157	Missing
85892at2157	Missing
94124at2157	Missing
115235at2157	Missing
117390at2157	Missing
129238at2157	Missing
146558at2157	Missing
147673at2157	Missing
204488at2157	Missing
275101at2157	Missing
295712at2157	Missing
314984at2157	Missing
371736at2157	Missing
371754at2157	Missing
371797at2157	Missing
371812at2157	Missing
371836at2157	Missing
371856at2157	Missing
371863at2157	Missing
371914at2157	Missing
371959at2157	Missing
371997at2157	Missing
372008at2157	Missing
372011at2157	Missing
372044at2157	Missing
372073at2157	Missing
372100at2157	Missing
372102at2157	Missing
372108at2157	Missing
372127at2157	Fragmented	contig_28_pilon	97729	98097	+	68.1	106
372134at2157	Missing
372142at2157	Missing
372177at2157	Missing
372178at2157	Missing
372188at2157	Missing
372247at2157	Missing
372251at2157	Missing
372305at2157	Missing
